id,restaurant_id,restaurant_review,rating
69,1,Ipsum modi non qui inventore. Minima est dolorem dolores ex ut. Beatae officiis sint. Rem laudantium officia similique totam ullam vero. Blanditiis debitis sit inventore soluta et. Illo consequuntur eum harum vel qui quia.,3
70,28,Autem ducimus esse nobis ut. Voluptatibus ut qui. Iste officia aliquid qui impedit et.,3
71,11,Quaerat perferendis distinctio aut tempore consectetur dolore numquam occaecati in. Cum nesciunt sed itaque rerum. Amet ut excepturi aut qui tempora expedita qui tempore architecto. Consectetur et et voluptates est voluptatum sunt alias amet atque. Sequi pariatur neque dolorem nobis.,4
72,53,Atque cumque neque sequi magnam iusto. Autem hic provident dolorum alias explicabo. Consequatur cupiditate consectetur fugiat repellat consectetur omnis esse. Quas ad minus animi ratione odit dolorem soluta laudantium sint. Molestias iusto quia nemo deserunt blanditiis excepturi.,4
73,73,Sunt illum voluptatum maiores et optio. Id dolor ipsa. Aut repudiandae voluptatem reprehenderit doloribus libero aut iusto quis quod. Voluptatum autem et ut et rem. Eligendi exercitationem quia maxime aut blanditiis.,3
74,21,Cumque totam sed in id quam est excepturi. Rem sed saepe nesciunt omnis cupiditate ab perferendis dolor dolor. Ut praesentium vero.,3
75,8,Dolor quasi est et iure expedita. Dolorem aut commodi velit minus eum quis. Omnis sunt possimus dolores iste ducimus tenetur veritatis ea quisquam. Nulla sint quibusdam sed consequatur. Molestias minus soluta quia.,4
76,94,Amet similique amet. Repudiandae consequatur quia at nihil similique ut eveniet itaque aut. Alias sint ut facere fugit molestias quia vel dolor. Repudiandae ut nesciunt. Voluptas voluptas quia nostrum nobis alias consequatur.,3
77,63,Neque aut quo quam. Minus et voluptatum aliquam ut ad. Magni neque quo in autem.,2
78,63,Officia ducimus minima excepturi animi voluptas ut. Ad accusantium quae corrupti aut aperiam. Ex esse veritatis placeat blanditiis. Placeat sed eligendi consequatur quaerat possimus ea vero minus. Voluptates cum quis. Id blanditiis ad delectus est iure neque.,2
79,94,Ad autem eum sit assumenda. Id illum consequuntur praesentium qui at dolor dolore rerum. Repellat aliquam voluptas aspernatur quae ducimus quidem quasi libero. Sapiente pariatur animi fugit dolor aut minima natus sint velit. Nesciunt et possimus et consequuntur excepturi eos iste et.,2
80,70,Consectetur aperiam dolor non quo tenetur quasi. Culpa architecto omnis. Eos repellat qui mollitia et tempore quos accusamus soluta.,2
81,56,Corporis iste ad quibusdam ipsam amet culpa doloremque impedit perferendis. Quasi qui unde a ea ipsa nihil iste illo. Quas eos deserunt sed vel rem nisi voluptatibus. Pariatur reiciendis odit eum nisi dignissimos illo impedit minima beatae. Quidem fuga non eos. Dolorem a est doloribus porro odit et et.,1
82,47,Veniam qui recusandae quasi dolores ea reprehenderit quo exercitationem. Eum labore perferendis eaque dolores commodi molestias. Incidunt nemo et eius officia ad neque.,4
83,7,Eaque excepturi et odit voluptas minima. Distinctio est minima. Quidem officiis esse enim sit nobis laudantium. Ad quasi unde. Blanditiis et corrupti dolore voluptas est. Voluptatibus omnis rerum sed aut et id est.,1
84,41,Est consequatur tempora qui et expedita animi. Dignissimos praesentium omnis beatae sed molestias. Sed dolor praesentium eos dolorum sed et velit quia. Ut non nihil eum voluptatum dicta enim tempore nemo recusandae.,4
85,79,Libero ipsam expedita quia enim harum ullam fuga enim. Unde autem vero et quis et fugiat ut magni nihil. Et ea et molestiae fugiat est. Et voluptate doloremque qui et debitis non. Recusandae nesciunt dolorem est fugit illo. Minus ducimus id aut eveniet ipsum.,2
86,95,Aut voluptas quidem aut veritatis. Nostrum nam officiis sunt saepe exercitationem quis. Dolor est unde non perspiciatis porro iusto omnis error beatae. Impedit aut sit distinctio porro inventore mollitia aliquid. Consequatur sed dolorem nemo et ut modi et et ut.,3
87,43,Voluptas deleniti et. Aut ab nam. Enim deserunt ut laudantium optio et. Natus quam explicabo amet eligendi dignissimos ducimus et sequi et.,1
88,39,Aspernatur sed vitae ad mollitia. Quia mollitia in reiciendis pariatur blanditiis. Qui eaque et. Laborum ipsa excepturi libero nesciunt officiis. Inventore dolores velit blanditiis nihil. Voluptatem reprehenderit quo consequatur voluptatibus dolor quo quaerat omnis sint.,2
89,38,Ea odio est eos. Vitae ea consequatur. Saepe voluptatem ut sed et beatae. Necessitatibus illo et est quis nam iusto et est. Fuga molestiae quas quam.,1
90,69,Esse iure rem aut non asperiores et qui accusantium. Pariatur laudantium dicta magni. Aliquam ipsa et amet voluptatem quod blanditiis nostrum ducimus. Aut necessitatibus corrupti.,3
91,36,Facere ratione provident expedita eum. Ipsum minus deserunt corrupti enim accusamus maiores. Tempora et cumque aut minima excepturi voluptatem porro excepturi. Et voluptas magnam eos nisi velit.,4
92,36,Voluptate iure iure labore maxime labore exercitationem. Quia dolorem reiciendis expedita voluptate ut. Voluptatum culpa veniam voluptatem non dignissimos molestiae labore. Vel expedita reprehenderit et exercitationem est modi qui corporis. At illum molestiae quia cupiditate inventore numquam odit delectus.,4
93,85,Blanditiis exercitationem minima qui dolores voluptatibus ea recusandae quia. Animi eaque et sed. Qui id cum et aut itaque dolorem nobis illum molestiae.,2
94,98,Pariatur rerum voluptas distinctio facere ullam rerum dolorem voluptatum accusantium. Facere cum adipisci aliquid hic voluptas iusto. In omnis et est eveniet et harum. Rerum et doloremque.,1
95,48,Nobis dolor facilis esse molestias aliquid. Vel labore ut doloribus occaecati sequi. Voluptate eius atque voluptatem. Neque occaecati accusamus porro rerum molestias autem.,4
96,6,Est qui qui eius ea impedit optio incidunt voluptatum. Vel nulla voluptas dignissimos repellat. Corporis voluptas mollitia possimus natus omnis incidunt amet. Quam error repellendus cupiditate odit maiores. Impedit nisi veniam ipsam iure voluptatum harum eos facilis quibusdam. Eveniet quod eaque eos ad inventore.,4
97,66,Labore nostrum quia vitae laboriosam. Mollitia rerum eum. Dolorem exercitationem voluptates explicabo qui. Vel vel quo consequatur omnis deleniti in odio nesciunt pariatur.,1
98,87,Voluptates culpa praesentium rerum. Dolorem enim fugit architecto quia. Aut nostrum autem.,2
99,50,Exercitationem nemo quo magnam nesciunt. Molestiae sequi nemo qui illum accusantium veniam in. Quia ut nemo possimus rerum sint.,4
100,21,Est eos et voluptas et eaque culpa. Quidem magnam aliquam non quia ab. Recusandae voluptatibus laboriosam repudiandae inventore ducimus excepturi minima. Corrupti aut consequuntur veniam at vel. Molestias voluptates aut et similique hic et. Qui quidem et sit.,4
101,6,Fugit iure assumenda aspernatur corporis maxime quia explicabo. Sed assumenda dolores commodi consectetur dolores accusantium. Praesentium quis id suscipit omnis soluta alias sed.,1
102,36,Facere odit blanditiis est illo velit laudantium enim. Ducimus minima molestias officia tempora delectus itaque. Et suscipit velit consectetur impedit.,1
103,86,Laborum inventore odio vel aliquam iusto nesciunt similique. Et fuga quis facilis sunt ipsa. Eaque labore velit consequatur. Quisquam sed et. Et sunt illo quidem asperiores qui blanditiis distinctio.,4
104,27,Alias ratione id earum. Facilis dolorem facilis alias blanditiis. Autem natus voluptas omnis.,2
105,49,Consectetur ut ea aut cum qui. Voluptas rerum odio et et laudantium. Nostrum quasi deleniti quod eos consequatur.,1
106,64,Provident quia sit mollitia dolorum. Dignissimos ipsam dolores repellendus assumenda est quo. Sed sed reiciendis aut. Quaerat non asperiores tenetur libero et. Fugiat ut repellat voluptas.,2
107,77,Distinctio odio qui omnis ut est id optio. Assumenda non qui iusto. Aut ipsam ratione. Modi iusto quo laudantium. Dolorem voluptatum blanditiis nostrum voluptatem cumque ullam.,2
108,28,Et facilis placeat ea rerum maxime voluptatum reiciendis quo ut. Quo illum in. Sed pariatur sint et cumque facilis. Dolore ea sit impedit rerum itaque quo voluptas.,3
109,71,Unde repellendus aliquid est vero consequatur earum neque. Eaque fugit officiis. Deleniti adipisci quis delectus. Veritatis unde consequatur hic autem voluptatem doloremque. Totam accusantium odit ab reiciendis nihil nihil eaque voluptatem tempore.,3
110,11,Eligendi porro eius quia vel accusantium soluta sit mollitia. Fugiat quo illo quos velit quis. Beatae aut voluptas. Quibusdam officiis dignissimos ea dicta vero molestias.,4
111,97,Corrupti qui facere ut eveniet eveniet. Sequi quam non est et. Itaque voluptatum consequatur dicta saepe corrupti. Dolorum occaecati ipsam. Id sapiente tempore sit dolor explicabo.,2
112,66,Ratione corrupti ullam et nostrum. Id quia voluptas in accusantium beatae officia. Nihil aut magni esse id ut deserunt voluptate. Amet et dolore non. Sunt corporis quia debitis adipisci fuga quae porro quae. Inventore quidem nesciunt voluptatibus deleniti voluptate assumenda consequatur quo et.,2
113,66,Repellat omnis qui vero voluptas iste dolor vero. Quod voluptas rerum pariatur. Accusamus et labore dolores sed eveniet dolorem nesciunt. Animi aut esse unde. Pariatur aperiam iste.,3
114,16,Perspiciatis autem corrupti ea non sapiente voluptatem eos. Totam aliquam illo sed. Ut nostrum dolorum ipsum est. Aliquid earum eius enim nihil rerum.,4
115,8,Ducimus quis nobis perspiciatis qui. Cum deserunt a voluptatibus corrupti. Qui nisi et et enim iure sapiente fugit. Et omnis ullam magni. Non consectetur illo voluptatem harum eum in vel.,3
116,71,Praesentium repudiandae nostrum adipisci voluptatum. Voluptatibus fuga illo laudantium est ipsa. Quis odio est deserunt voluptas neque blanditiis dicta. Dignissimos voluptatem aliquam architecto consequatur tempore. Harum quaerat non. Suscipit ut magni.,4
117,28,Sint ipsam et sit beatae molestiae. Et molestiae quod aut omnis iure quia accusantium. Porro aperiam vel et.,4
118,74,Magni labore quasi pariatur molestiae. Molestiae possimus nesciunt sed. Error earum odio asperiores provident. Aut consequatur ex et iure quidem eligendi facilis. Eaque sint neque eaque rerum.,2
119,24,Repellendus dolores omnis praesentium dicta consequatur qui aperiam. Aut culpa consequatur veniam quibusdam eius qui eum eius et. Et corrupti vero enim. Cum et architecto et quia. Id impedit ipsum autem. Voluptatum quos nulla occaecati quisquam laborum quia laborum.,3
120,27,Voluptatem corrupti et deserunt voluptatibus dicta dolores facilis reprehenderit rem. Hic doloremque quaerat aut eligendi. Nam eum assumenda laudantium tenetur porro eos ab iste. Vitae aliquam earum alias nobis cupiditate. Totam deserunt harum expedita cumque sunt ab laudantium odit. Assumenda iure perspiciatis eaque maxime harum.,2
121,53,Id quia nemo neque dolorum natus explicabo ut et quam. Eum omnis omnis ut nemo ab. Nobis unde facilis architecto. A rerum autem pariatur cum.,1
122,74,Temporibus excepturi laborum suscipit. Sed accusantium incidunt sit veniam quis ab. Laborum dolor et. Id magnam quibusdam et molestiae.,3
123,87,Recusandae qui natus commodi. Deleniti ea ipsum eligendi laudantium repellendus. Aut rerum eum ipsa et aut. Non sint autem id consectetur. Aut corporis nesciunt enim cum.,4
124,38,Consectetur placeat doloremque modi est ipsum. Voluptatem quibusdam reiciendis. Est iure recusandae maxime ut quo eos.,3
125,52,Dolorem consequatur voluptas laboriosam unde incidunt est dolorem. Voluptas consequuntur qui architecto debitis. Ducimus quidem ipsam. Aut ratione corporis dolorum et. Quaerat consectetur quos odit. Aut hic dignissimos dicta sed fugiat magnam.,2
126,75,Occaecati sed quo quo ab dicta ea. Animi vel autem. Sapiente amet in ullam. Deleniti possimus et amet omnis quasi hic aut voluptas.,3
127,50,Similique repellendus nulla. Est est dignissimos delectus architecto. Perferendis aspernatur sed sunt qui adipisci harum ut nihil.,3
128,79,A debitis ut voluptatem. Dolorem ut dolores non minima iure rem laudantium quia. Ut cupiditate quod aut soluta illo velit veritatis culpa ut. Id sint aliquid est tempora dolor hic. Aliquam expedita modi veritatis dolores quod omnis blanditiis odit. Quia neque aut voluptatibus quo dignissimos veritatis deserunt ea dolorem.,3
129,39,Mollitia error iste dolorem commodi sint in eveniet est. Temporibus eius quod numquam doloribus nemo voluptatem sunt voluptatum. Aspernatur rerum veniam. Molestiae aut ut. Vero nemo officia rem perspiciatis. Sint maiores sed ipsam est mollitia fugit minus.,4
130,50,Aut quia animi quos assumenda necessitatibus. Nobis sint reprehenderit eos et omnis consequatur. Et quo eos. Et perferendis eveniet dolores ab nihil et. Voluptatibus dicta doloribus consequatur corrupti et dolor.,3
131,28,Quos ut nulla ratione quis est quia. Numquam consequuntur placeat. Rem ut est veniam eos debitis quasi quis voluptatem amet.,2
132,25,Et totam dolores voluptas autem cum assumenda non perferendis. Qui occaecati velit voluptas dolorum. Et quas et nesciunt maiores enim omnis voluptates ut. Eius deserunt sed sit iusto soluta architecto. Nisi molestias adipisci.,3
133,80,Voluptatem quasi ratione officiis et ex ullam quod animi. Voluptatem vel impedit totam voluptatem provident fugit eum eos laborum. Ut architecto quis quidem.,4
134,94,Totam ipsam exercitationem minima doloribus incidunt omnis. Vel consectetur dolores nulla qui sit ipsa nihil. Quis molestiae iste accusamus nihil. Atque amet officia aperiam eos. Veniam rem quae. Maxime doloribus iusto hic numquam pariatur mollitia voluptatem cumque.,4
135,55,Aut aut consectetur veritatis illum neque et. Deleniti in dolor sit eum. Odit vel libero pariatur assumenda et praesentium rerum minus. Et totam illo. Quos qui aut adipisci omnis maiores non illo. Voluptatem qui et exercitationem et doloremque minima ducimus ab.,4
136,97,Dicta reiciendis quo sunt eos occaecati. Ratione saepe at nisi accusamus laborum aliquam. Aliquam quo consectetur quod earum vero.,2
137,45,Alias est molestias quo in. Est nesciunt molestias consequatur tempora. Eos aut voluptas soluta quo voluptates veritatis aut eum. Provident et et quo amet.,3
138,39,Dolores harum maxime doloremque ullam. Necessitatibus quaerat aut neque velit. Quis quia reprehenderit dolores. Maiores vel eum voluptate consequatur dicta ad sunt. Dolor est aut est. Velit aliquam et reiciendis temporibus nulla.,4
139,85,Quisquam beatae sit earum magni hic. Officia quidem aliquam. Repudiandae repudiandae quis sit autem sint illo quidem. Minima blanditiis hic.,1
140,4,Quia temporibus incidunt et quae nihil minus. Quis quibusdam sapiente et est quia quis necessitatibus impedit. Fugiat maxime numquam possimus odit enim dolor iure omnis omnis. Aut perferendis dolorem molestias vel maiores. Cupiditate doloremque perferendis soluta vero necessitatibus. Aut et et pariatur reiciendis.,1
141,78,Quibusdam sit sapiente error ipsam rem ipsum. Hic tenetur repellendus et sed est pariatur qui cumque. Mollitia qui iure sint ex.,3
